,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,perturbed_statement,evaluation_output
122,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's [[market]] share from 27 % to a third in a couple of years .","Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's [[marketed]] share from 27 % to a third in a couple of years .",0.0132364630699157,0.9604979753494264,2,1,2,33,Successful,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's marketed share from 27 % to a third in a couple of years .",1
123,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been [[awarded]] an [[order]] for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .","Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been [[awardeԁ]] an [[decrees]] for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",0.0006247162818908,0.6200218200683594,2,1,2,51,Successful,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awardeԁ an decrees for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",2
124,"Bilfinger investors cheered the [[agreement]] , pushing [[shares]] up [[7]] % , or & euro ; [[3]].30 , to & euro ; 50.29 , in [[afternoon]] trade .","Bilfinger investors cheered the [[a]] [[greement]] , pushing [[shareѕ]] up [[𝟕]] % , or & euro ; [[Ʒ]].30 , to & euro ; 50.29 , in [[noon]] trade .",0.000573992729187,0.0024621486663818,2,2,2,72,Failed,"Bilfinger investors cheered the a greement , pushing shareѕ up 𝟕 % , or & euro ; Ʒ.30 , to & euro ; 50.29 , in noon trade .",2
125,"[[CDP]] was established on the initiative of institutional investors ; however , the [[annually]] [[published]] results [[also]] interest an [[increasing]] number of customers and other interest groups of the reporting companies .","[[C]] [[DP]] was established on the initiative of institutional investors ; however , the [[annualⅼy]] [[publicized]] results [[ɑlso]] interest an [[grew]] number of customers and other interest groups of the reporting companies .",0.0005887746810913,0.5379406213760376,1,2,1,83,Successful,"C DP was established on the initiative of institutional investors ; however , the annualⅼy publicized results ɑlso interest an grew number of customers and other interest groups of the reporting companies .",1
126,The [[original]] contract was signed last summer .,The [[ori]] [[ginal]] contract was signed last summer .,0.0016957521438598,0.154062271118164,1,1,1,23,Failed,The ori ginal contract was signed last summer .,2
127,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .","` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",0.9974968433380128,0.9974968433380128,2,2,1,1,Skipped,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",2
128,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,0.9983044862747192,0.9983044862747192,1,1,2,1,Skipped,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,1
129,"ALEXANDRIA , [[Va]]. , Oct. 15 -- [[Aaron]] Moss of [[Hampshire]] , [[Great]] Britain , has [[developed]] an ornamental design for a [[handset]] , the U.S. Patent & Trademark Office [[announced]] .","ALEXANDRIA , [[Goes]]. , Oct. 15 -- [[Harlan]] Moss of [[Hɑmpshire]] , [[Tremendous]] Britain , has [[established]] an ornamental design for a [[հandset]] , the U.S. Patent & Trademark Office [[anոounced]] .",0.0010823011398315,0.0727407932281494,1,1,1,201,Failed,"ALEXANDRIA , Goes. , Oct. 15 -- Harlan Moss of Hɑmpshire , Tremendous Britain , has established an ornamental design for a հandset , the U.S. Patent & Trademark Office anոounced .",1
130,"In the second quarter of 2010 , the group 's pretax loss [[narrowed]] to EUR 400,000 from EUR 600,000 .","In the second quarter of 2010 , the group 's pretax loss [[ոarrowed]] to EUR 400,000 from EUR 600,000 .",0.0005671381950378,0.5038471817970276,2,0,2,31,Successful,"In the second quarter of 2010 , the group 's pretax loss ոarrowed to EUR 400,000 from EUR 600,000 .",0
131,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss [[narrowed]] to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss [[narroweԁ]] to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,0.000572383403778,0.9945719242095948,2,0,2,48,Successful,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narroweԁ to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,2
132,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss [[narrowed]] to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss [[narroweԁ]] to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,0.0005849599838256,0.9556334614753724,2,0,2,41,Successful,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narroweԁ to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,2
133,"In contrast , the company 's net loss for the third quarter of 2009 [[contracted]] to EUR 76 million from EUR 256 million for the corresponding period a year [[ago]] .","In contrast , the company 's net loss for the third quarter of 2009 [[cntracted]] to EUR 76 million from EUR 256 million for the corresponding period a year [[a]] [[go]] .",0.0007585287094116,0.5361121892929077,2,0,2,48,Successful,"In contrast , the company 's net loss for the third quarter of 2009 cntracted to EUR 76 million from EUR 256 million for the corresponding period a year a go .",0
134,"In the second quarter of 2010 , Raute 's net loss [[narrowed]] to EUR 123,000 from EUR 1.5 million in the same period of 2009 .","In the second quarter of 2010 , Raute 's net loss [[narroweԁ]] to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",0.0005682110786437,0.9775466918945312,2,0,2,34,Successful,"In the second quarter of 2010 , Raute 's net loss narroweԁ to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",2
135,"Metsaliitto , however , [[narrowed]] its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","Metsaliitto , however , [[ոarrowed]] its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",0.0010452270507812,0.6126185655593872,2,0,2,39,Successful,"Metsaliitto , however , ոarrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",0
136,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to [[accelerate]] feature development and reduce product [[cost]] .,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to [[acceleration]] feature development and reduce product [[cos𝚝]] .,0.0005872249603271,0.5478315353393555,2,1,2,49,Successful,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to acceleration feature development and reduce product cos𝚝 .,2
137,"Profit before [[taxes]] [[amounted]] to EUR 56.5 mn , down from EUR 232.9 [[mn]] a year [[ago]] .","Profit before [[tɑxes]] [[amounteԁ]] to EUR 56.5 mn , down from EUR 232.9 [[minutes]] a year [[agо]] .",0.0014329552650451,0.0019469261169433,0,0,0,62,Failed,"Profit before tɑxes amounteԁ to EUR 56.5 mn , down from EUR 232.9 minutes a year agо .",0
138,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost [[savings]] on an annual basis .,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost [[saviոgs]] on an annual basis .,0.0005836486816406,0.9993250966072084,2,1,2,30,Successful,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost saviոgs on an annual basis .,1
139,"Finnish [[pharmaceuticals]] company Orion reports [[profit]] before [[taxes]] of EUR 70.0 [[mn]] in the third [[quarter]] of 2010 , up from EUR 54.9 [[mn]] in the [[corresponding]] [[period]] in 2009 .","Finnish [[pharmaceutical]] company Orion reports [[proift]] before [[fee]] of EUR 70.0 [[minutes]] in the third [[semester]] of 2010 , up from EUR 54.9 [[minutes]] in the [[correspoոding]] [[priod]] in 2009 .",0.0005755424499511,0.0006942749023437,2,2,2,187,Failed,"Finnish pharmaceutical company Orion reports proift before fee of EUR 70.0 minutes in the third semester of 2010 , up from EUR 54.9 minutes in the correspoոding priod in 2009 .",2
140,Also construction [[expenses]] have gone up in Russia .,Also construction [[spending]] have gone up in Russia .,0.0030201077461242,0.828923225402832,0,1,0,22,Successful,Also construction spending have gone up in Russia .,0
141,"`` [[UPM]] 's [[deliveries]] [[increased]] during the [[third]] quarter by 4 percent , and the efficiency of operations improved , '' [[Chief]] [[Executive]] [[Jussi]] [[Pesonen]] said .","`` [[UM]] 's [[shipment]] [[incr]] [[eased]] during the [[thirdly]] quarter by 4 percent , and the efficiency of operations improved , '' [[Cհief]] [[Managerial]] [[Mikko]] [[Pesoոen]] said .",0.0005314946174621,0.0006873607635498,2,2,2,102,Failed,"`` UM 's shipment incr eased during the thirdly quarter by 4 percent , and the efficiency of operations improved , '' Cհief Managerial Mikko Pesoոen said .",2
142,"Stora Enso R shares [[rose]] [[1]].20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .","Stora Enso R shares [[hiked]] [[l]].20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",0.0006385445594787,0.548814594745636,2,0,2,59,Successful,"Stora Enso R shares hiked l.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",2
143,"Earnings per share ( [[EPS]] ) [[amounted]] to EUR0 .98 , up from the [[loss]] of [[EUR0]] .02 .","Earnings per share ( [[ES]] ) [[amounteԁ]] to EUR0 .98 , up from the [[losses]] of [[EURO]] .02 .",0.0006103515625,0.0006686449050903,2,2,2,31,Failed,"Earnings per share ( ES ) amounteԁ to EUR0 .98 , up from the losses of EURO .02 .",2
144,Operating result including non-recurring items [[rose]] to EUR 146mn from a loss of EUR 267mn in 2009 .,Operating result including non-recurring items [[rоse]] to EUR 146mn from a loss of EUR 267mn in 2009 .,0.0006011724472045,0.988737404346466,2,1,2,25,Successful,Operating result including non-recurring items rоse to EUR 146mn from a loss of EUR 267mn in 2009 .,0
145,"Tiimari , the [[Finnish]] [[retailer]] , reported to have [[geenrated]] quarterly [[revenues]] totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn [[loss]] in [[2008]] .","Tiimari , the [[Norwegian]] [[retalier]] , reported to have [[ɡeenrated]] quarterly [[revenսes]] totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn [[losses]] in [[20O8]] .",0.0005561709403991,0.0007345080375671,2,2,2,104,Failed,"Tiimari , the Norwegian retalier , reported to have ɡeenrated quarterly revenսes totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn losses in 20O8 .",2
146,"Earnings per [[share]] EPS [[amounted]] to EUR0 .03 , up from the [[loss]] of EUR0 .[[08]] .","Earnings per [[shares]] EPS [[amounteԁ]] to EUR0 .03 , up from the [[lsos]] of EUR0 .[[O8]] .",0.0006181001663208,0.0006967782974243,2,2,2,50,Failed,"Earnings per shares EPS amounteԁ to EUR0 .03 , up from the lsos of EUR0 .O8 .",2
147,The [[investments]] and operational changes enable additional optimisation of the working hours and thereby further cost [[savings]] of some 7 % -9 % .,The [[invetsments]] and operational changes enable additional optimisation of the working hours and thereby further cost [[savingѕ]] of some 7 % -9 % .,0.0005616545677185,0.8365976214408875,2,1,2,49,Successful,The invetsments and operational changes enable additional optimisation of the working hours and thereby further cost savingѕ of some 7 % -9 % .,2
148,"By 14:29 CET on Monday , [[shares]] in Bavarian Nordic had [[climbed]] 1.21 % to DKK250 on the stock exchange in Copenhagen after having [[lost]] 7.41 % in the past month .","By 14:29 CET on Monday , [[exchanges]] in Bavarian Nordic had [[climbeԁ]] 1.21 % to DKK250 on the stock exchange in Copenhagen after having [[forfeited]] 7.41 % in the past month .",0.0005505681037902,0.994304656982422,2,1,2,63,Successful,"By 14:29 CET on Monday , exchanges in Bavarian Nordic had climbeԁ 1.21 % to DKK250 on the stock exchange in Copenhagen after having forfeited 7.41 % in the past month .",2
149,"For example , net [[sales]] [[increased]] by [[5]].[[9]] % from the [[first]] quarter , and EBITDA increased from a negative EUR [[0]].2 [[mn]] in the first quarter of 2009 .","For example , net [[salts]] [[increase]] by [[Ƽ]].[[৭]] % from the [[firs𝚝]] quarter , and EBITDA increased from a negative EUR [[O]].2 [[minutes]] in the first quarter of 2009 .",0.0005810260772705,0.0009370446205139,2,2,2,55,Failed,"For example , net salts increase by Ƽ.৭ % from the firs𝚝 quarter , and EBITDA increased from a negative EUR O.2 minutes in the first quarter of 2009 .",2
150,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be [[positive]] .","Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be [[postive]] .",0.0007586479187011,0.988086462020874,2,1,2,34,Successful,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be postive .",2
151,"`` After the share purchase is completed , [[financing]] will also be [[provided]] to [[expand]] Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''","`` After the share purchase is completed , [[finances]] will also be [[prvoided]] to [[epand]] Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",0.000531256198883,0.9538283348083496,2,1,2,67,Successful,"`` After the share purchase is completed , finances will also be prvoided to epand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",2
152,"`` [[The]] margarine business has been put into good shape in the [[last]] two [[years]] , [[making]] it a [[natural]] addition to Bunge , which is [[looking]] to leverage its position in the [[Central]] and Northern European markets , '' [[Raisio]] [[CEO]] [[Matti]] Rihko said in a statement .","`` [[Te]] margarine business has been put into good shape in the [[final]] two [[aged]] , [[do]] it a [[nɑtural]] addition to Bunge , which is [[seeking]] to leverage its position in the [[Centrally]] and Northern European markets , '' [[Raiso]] [[C]] [[EO]] [[Copulate]] Rihko said in a statement .",0.0006153583526611,0.0008015036582946,2,2,2,97,Failed,"`` Te margarine business has been put into good shape in the final two aged , do it a nɑtural addition to Bunge , which is seeking to leverage its position in the Centrally and Northern European markets , '' Raiso C EO Copulate Rihko said in a statement .",2
153,`` This is a [[win]] for all OEMs targeting to develop WiMAX products .,`` This is a [[wiո]] for all OEMs targeting to develop WiMAX products .,0.000754952430725,0.9967216849327089,2,1,2,19,Successful,`` This is a wiո for all OEMs targeting to develop WiMAX products .,2
154,"At the same time , sales development in Russia was [[boosted]] by the opening of Stockmann Nevsky Centre in St Petersburg .","At the same time , sales development in Russia was [[driven]] by the opening of Stockmann Nevsky Centre in St Petersburg .",0.0005698800086975,0.9789296984672546,2,1,2,28,Successful,"At the same time , sales development in Russia was driven by the opening of Stockmann Nevsky Centre in St Petersburg .",1
155,"Benefon , a wireless and GPS technology company , will [[supply]] Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .","Benefon , a wireless and GPS technology company , will [[suppⅼy]] Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",0.0006518959999084,0.9952411651611328,2,1,2,30,Successful,"Benefon , a wireless and GPS technology company , will suppⅼy Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",2
156,[[Combining]] this deep domain expertise with our Application Service Management ASM and [[outsourcing]] service offerings has now proved to be a [[winning]] combination .,[[Merge]] this deep domain expertise with our Application Service Management ASM and [[outsourcinɡ]] service offerings has now proved to be a [[wіnning]] combination .,0.0006304383277893,0.639988899230957,2,1,2,65,Successful,Merge this deep domain expertise with our Application Service Management ASM and outsourcinɡ service offerings has now proved to be a wіnning combination .,2
157,"Exports accounted for 65.4 % of net sales , representing an all time [[record]] for the company .","Exports accounted for 65.4 % of net sales , representing an all time [[recordings]] for the company .",0.0011752247810363,0.9988646507263184,2,1,2,25,Successful,"Exports accounted for 65.4 % of net sales , representing an all time recordings for the company .",2
158,"Finnish construction company YIT [[Oyj]] [[said]] on November 13 , 2007 it won a 70 mln euro $ 102.8 [[mln]] [[contract]] to [[construct]] the [[new]] [[office]] [[building]] for [[local]] [[property]] [[company]] [[Tapiola]] Real Estate [[Oy]] .","Finnish construction company YIT [[Oj]] [[sɑid]] on November 13 , 2007 it won a 70 mln euro $ 102.8 [[million]] [[contrac𝚝]] to [[constrսct]] the [[nouveau]] [[offices]] [[bilding]] for [[loal]] [[assets]] [[comany]] [[Tɑpiola]] Real Estate [[Oу]] .",0.0006301999092102,0.5263378620147705,2,1,2,154,Successful,"Finnish construction company YIT Oj sɑid on November 13 , 2007 it won a 70 mln euro $ 102.8 million contrac𝚝 to constrսct the nouveau offices bilding for loal assets comany Tɑpiola Real Estate Oу .",2
159,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a [[gain]] of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .","Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a [[earn]] of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",0.0006066560745239,0.9474188089370728,2,1,2,38,Successful,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a earn of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",1
160,Performance in the second half of 2009 [[exceeded]] [[expectations]] .,Performance in the second half of 2009 [[exceedeԁ]] [[expectɑtions]] .,0.0006889104843139,0.9993257522583008,2,1,2,24,Successful,Performance in the second half of 2009 exceedeԁ expectɑtions .,1
161,Talvivaara also maintains its assumption of turning cash flow [[positive]] before the year end .,Talvivaara also maintains its assumption of turning cash flow [[positiѵe]] before the year end .,0.0006036758422851,0.9993943572044371,2,1,2,27,Successful,Talvivaara also maintains its assumption of turning cash flow positiѵe before the year end .,2
162,"[[Thanksto]] [[improvements]] in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have [[substantiallyimproved]] . ''","[[Thanks𝚝o]] [[imprоvements]] in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have [[substantia]] [[llyimproved]] . ''",0.0005305409431457,0.999406635761261,2,1,2,65,Successful,"Thanks𝚝o imprоvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantia llyimproved . ''",1
163,The estimated synergy [[benefits]] are at least EUR7m annually .,The estimated synergy [[perks]] are at least EUR7m annually .,0.0018808245658874,0.9993038773536682,2,1,2,23,Successful,The estimated synergy perks are at least EUR7m annually .,1
164,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,0.999169945716858,0.999169945716858,2,2,1,1,Skipped,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,2
165,"[[When]] the situation [[normalises]] , the company will be [[able]] to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .","[[Whenever]] the situation [[normaliseѕ]] , the company will be [[a]] [[ble]] to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",0.0004816055297851,0.5053267478942871,2,1,2,51,Successful,"Whenever the situation normaliseѕ , the company will be a ble to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",1
166,`` Stonesoft sees great [[promise]] in the future of IPv6 .,`` Stonesoft sees great [[рromise]] in the future of IPv6 .,0.0005738735198974,0.9701200723648072,2,1,2,23,Successful,`` Stonesoft sees great рromise in the future of IPv6 .,2
167,`` The trend in the sports and leisure markets was [[favorable]] in the first months of the year .,`` The trend in the sports and leisure markets was [[conducive]] in the first months of the year .,0.0011095404624938,0.991320550441742,2,1,2,28,Successful,`` The trend in the sports and leisure markets was conducive in the first months of the year .,2
168,"`` We [[continued]] actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .","`` We [[cоntinued]] actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",0.0018667578697204,0.9965370893478394,2,1,2,36,Successful,"`` We cоntinued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",2
169,"According to Finnish pension insurance company Varma , Varma was the [[recipient]] of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .","According to Finnish pension insurance company Varma , Varma was the [[beneficiary]] of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",0.0014461874961853,0.9989903569221495,2,1,2,35,Successful,"According to Finnish pension insurance company Varma , Varma was the beneficiary of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",1
170,Finnish construction group Lemmink+ñinen has been [[awarded]] two road building contracts by the Lithuanian transport administration .,Finnish construction group Lemmink+ñinen has been [[aԝarded]] two road building contracts by the Lithuanian transport administration .,0.0007137656211853,0.9749432802200316,2,1,2,29,Successful,Finnish construction group Lemmink+ñinen has been aԝarded two road building contracts by the Lithuanian transport administration .,2
171,"And the broker repeated its ` [[buy]] ' [[rating]] , based on expectations that [[current]] [[restructuring]] will lead to a clear [[improvement]] in performance in Europe in 2007 .","And the broker repeated its ` [[buу]] ' [[assessments]] , based on expectations that [[topical]] [[reconfigure]] will lead to a clear [[improvemen𝚝]] in performance in Europe in 2007 .",0.0005493760108947,0.0554672479629516,2,2,2,84,Failed,"And the broker repeated its ` buу ' assessments , based on expectations that topical reconfigure will lead to a clear improvemen𝚝 in performance in Europe in 2007 .",0
172,Cision says the sale will return its U.K. operation to [[profitability]] .,Cision says the sale will return its U.K. operation to [[profіtability]] .,0.0006354451179504,0.9991053938865662,2,1,2,30,Successful,Cision says the sale will return its U.K. operation to profіtability .,1
173,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been [[selected]] by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .","Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been [[seected]] by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",0.0007399916648864,0.7734091877937317,2,1,2,35,Successful,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been seected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",2
174,DMASIA-16 August 2006-Benefon [[extends]] manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,DMASIA-16 August 2006-Benefon [[e×tends]] manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,0.0007886886596679,0.9984052181243896,2,1,2,28,Successful,DMASIA-16 August 2006-Benefon e×tends manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,1
175,"Fiskars has a [[strong]] portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .","Fiskars has a [[stroոg]] portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",0.0085555911064147,0.9970266819000244,2,1,2,26,Successful,"Fiskars has a stroոg portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",1
176,"Furthermore , efficiency improvement [[measures]] initiated earlier are now bearing [[fruit]] , '' CEO Jan Lang said .","Furthermore , efficiency improvement [[measurement]] initiated earlier are now bearing [[figment]] , '' CEO Jan Lang said .",0.0005236268043518,0.995797336101532,2,1,2,42,Successful,"Furthermore , efficiency improvement measurement initiated earlier are now bearing figment , '' CEO Jan Lang said .",2
177,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla [[reach]] some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .","Helsingin Uutiset , Vantaan Sanomat and Lansivayla [[ⲅeach]] some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",0.0009016990661621,0.5877022743225098,2,1,2,28,Successful,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla ⲅeach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",0
178,It also has potential [[clients]] in the growing environmental and recycling technology [[sectors]] .,It also has potential [[clieոts]] in the growing environmental and recycling technology [[industry]] .,0.0036450624465942,0.7135277390480042,1,2,1,28,Successful,It also has potential clieոts in the growing environmental and recycling technology industry .,2
179,"( ADP News ) - Oct 31 , 2008 - Finnish [[food]] [[company]] Raisio [[Oyj]] ( OMX : [[RAIVV]] ) said [[today]] that its net [[profit]] [[jumped]] to EUR [[16]].4 million ( [[USD]] 20.9 m ) for the [[first]] [[nine]] [[months]] of 2008 from [[EUR]] 1.1 million for the same [[period]] of 2","( ADP News ) - Oct 31 , 2008 - Finnish [[eating]] [[compay]] Raisio [[Oуj]] ( OMX : [[RAVV]] ) said [[nowadays]] that its net [[dividend]] [[jumpeԁ]] to EUR [[1б]].4 million ( [[CENTS]] 20.9 m ) for the [[firstly]] [[nіne]] [[mois]] of 2008 from [[EUROS]] 1.1 million for the same [[p]] [[eriod]] of 2",0.0005685687065124,0.998424768447876,2,1,2,197,Successful,"( ADP News ) - Oct 31 , 2008 - Finnish eating compay Raisio Oуj ( OMX : RAVV ) said nowadays that its net dividend jumpeԁ to EUR 1б.4 million ( CENTS 20.9 m ) for the firstly nіne mois of 2008 from EUROS 1.1 million for the same p eriod of 2",2
180,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,0.99686598777771,0.99686598777771,2,2,1,1,Skipped,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,2
181,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation [[wins]] EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment [[order]] in Australia .,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation [[wiոs]] EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment [[oder]] in Australia .,0.0006184577941894,0.7357531785964966,2,1,2,57,Successful,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wiոs EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment oder in Australia .,2
182,Outotec 's net [[profit]] for the second quarter of 2007 [[jumped]] to [[16]].8 mln euro ( $ 23.[[1]] mln ) from 4.6 mln euro ( $ 6.3 mln ) a year [[ago]] .,Outotec 's net [[dividend]] for the second quarter of 2007 [[jumpeԁ]] to [[1б]].8 mln euro ( $ 23.[[l]] mln ) from 4.6 mln euro ( $ 6.3 mln ) a year [[aɡo]] .,0.0005799531936645,0.0069690346717834,2,2,2,69,Failed,Outotec 's net dividend for the second quarter of 2007 jumpeԁ to 1б.8 mln euro ( $ 23.l mln ) from 4.6 mln euro ( $ 6.3 mln ) a year aɡo .,2
