,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,perturbed_statement,evaluation_output
118,"[[Following]] the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .","[[Fllowing]] the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",0.0005556941032409,0.999332070350647,1,2,1,23,Successful,"Fllowing the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",2
119,"[[Following]] this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .","[[Fllowing]] this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",0.0006755590438842,0.9987158179283142,1,2,1,19,Successful,"Fllowing this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",2
120,"Under the agreement , [[Pfizer]] has been funding [[Biotie]] 's [[research]] activities on the [[PDE10]] [[phosphodiesterase]] [[10]] inhibitor program [[since]] its [[start]] in late [[2006]] and has the [[sole]] [[authority]] to develop discovered [[compounds]] .","Under the agreement , [[PTfizer]] has been funding [[Bioti]] 's [[rAsearch]] activities on the [[PD10]] [[phosphodietserase]] [[1C0]] inhibitor program [[sine]] its [[tsart]] in late [[006]] and has the [[sMle]] [[auhority]] to develop discovered [[copounds]] .",0.0010554194450378,0.5633436441421509,1,2,1,85,Successful,"Under the agreement , PTfizer has been funding Bioti 's rAsearch activities on the PD10 phosphodietserase 1C0 inhibitor program sine its tsart in late 006 and has the sMle auhority to develop discovered copounds .",2
121,"`` Our extensive co-operation will also [[bolster]] SysOpen Digia 's [[position]] in the [[domestic]] operator [[market]] , '' Kallioranta adds .","`` Our extensive co-operation will also [[bolsuter]] SysOpen Digia 's [[poition]] in the [[domSstic]] operator [[markt]] , '' Kallioranta adds .",0.0005948543548583,0.9841471314430236,2,1,2,35,Successful,"`` Our extensive co-operation will also bolsuter SysOpen Digia 's poition in the domSstic operator markt , '' Kallioranta adds .",1
122,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's [[market]] share from 27 % to a third in a couple of years .","Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's [[makret]] share from 27 % to a third in a couple of years .",0.0132362246513366,0.994734227657318,2,1,2,23,Successful,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's makret share from 27 % to a third in a couple of years .",1
123,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been [[awarded]] an [[order]] for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .","Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been [[awadred]] an [[ordJer]] for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",0.0006247162818908,0.9990591406822203,2,1,2,31,Successful,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awadred an ordJer for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",1
124,"[[Bilfinger]] [[investors]] cheered the [[agreement]] , [[pushing]] [[shares]] up 7 % , or & [[euro]] ; 3.[[30]] , to & euro ; [[50]].[[29]] , in [[afternoon]] [[trade]] .","[[Bgilfinger]] [[inestors]] cheered the [[agremeent]] , [[pushign]] [[shaers]] up 7 % , or & [[uero]] ; 3.[[F30]] , to & euro ; [[05]].[[9]] , in [[aftenroon]] [[trae]] .",0.000573992729187,0.0015021562576293,2,2,2,68,Failed,"Bgilfinger inestors cheered the agremeent , pushign shaers up 7 % , or & uero ; 3.F30 , to & euro ; 05.9 , in aftenroon trae .",2
125,"CDP was [[established]] on the initiative of institutional investors ; however , the [[annually]] [[published]] [[results]] [[also]] [[interest]] an increasing [[number]] of customers and other [[interest]] [[groups]] of the [[reporting]] [[companies]] .","CDP was [[estaclished]] on the initiative of institutional investors ; however , the [[annualyl]] [[pubfished]] [[resultjs]] [[alnso]] [[iterest]] an increasing [[numbe]] of customers and other [[inHerest]] [[group]] of the [[rporting]] [[companis]] .",0.0005887746810913,0.0074850916862487,1,1,1,91,Failed,"CDP was estaclished on the initiative of institutional investors ; however , the annualyl pubfished resultjs alnso iterest an increasing numbe of customers and other inHerest group of the rporting companis .",1
126,[[The]] [[original]] contract was signed last summer .,[[Teh]] [[oiginal]] contract was signed last summer .,0.0016957521438598,0.5607569813728333,1,2,1,15,Successful,Teh oiginal contract was signed last summer .,2
127,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .","` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",0.9974968433380128,0.9974968433380128,2,2,1,1,Skipped,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",2
128,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,0.9983044862747192,0.9983044862747192,1,1,2,1,Skipped,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,1
129,"ALEXANDRIA , [[Va]]. , [[Oct]]. 15 -- [[Aaron]] [[Moss]] of Hampshire , Great Britain , has [[developed]] an ornamental design for a [[handset]] , the U.S. Patent & [[Trademark]] Office [[announced]] .","ALEXANDRIA , [[V]]. , [[cOt]]. 15 -- [[baron]] [[Mss]] of Hampshire , Great Britain , has [[develoed]] an ornamental design for a [[andset]] , the U.S. Patent & [[rademark]] Office [[aniounced]] .",0.0010823011398315,0.0033698678016662,1,1,1,87,Failed,"ALEXANDRIA , V. , cOt. 15 -- baron Mss of Hampshire , Great Britain , has develoed an ornamental design for a andset , the U.S. Patent & rademark Office aniounced .",1
130,"In the [[second]] quarter of 2010 , the group 's pretax loss [[narrowed]] to EUR 400,000 from EUR 600,000 .","In the [[escond]] quarter of 2010 , the group 's pretax loss [[nOrrowed]] to EUR 400,000 from EUR 600,000 .",0.0005671381950378,0.648563802242279,2,0,2,34,Successful,"In the escond quarter of 2010 , the group 's pretax loss nOrrowed to EUR 400,000 from EUR 600,000 .",0
131,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss [[narrowed]] to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss [[nrarowed]] to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,0.000572383403778,0.967296063899994,2,0,2,37,Successful,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss nrarowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,0
132,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its [[net]] loss [[narrowed]] to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its [[et]] loss [[naOrrowed]] to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,0.0005849599838256,0.7593652009963989,2,0,2,34,Successful,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its et loss naOrrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,0
133,"In contrast , the company 's [[net]] loss for the third quarter of 2009 [[contracted]] to EUR 76 million from EUR 256 million for the corresponding period a year [[ago]] .","In contrast , the company 's [[neDt]] loss for the third quarter of 2009 [[ontracted]] to EUR 76 million from EUR 256 million for the corresponding period a year [[ao]] .",0.0007585287094116,0.935235857963562,2,0,2,32,Successful,"In contrast , the company 's neDt loss for the third quarter of 2009 ontracted to EUR 76 million from EUR 256 million for the corresponding period a year ao .",0
134,"In the second quarter of 2010 , Raute 's net loss [[narrowed]] to EUR 123,000 from EUR 1.5 million in the same period of 2009 .","In the second quarter of 2010 , Raute 's net loss [[narroed]] to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",0.0005682110786437,0.9551365971565248,2,0,2,22,Successful,"In the second quarter of 2010 , Raute 's net loss narroed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",0
135,"Metsaliitto , however , [[narrowed]] its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","Metsaliitto , however , [[naFrrowed]] its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",0.0010452270507812,0.6742240190505981,2,0,2,27,Successful,"Metsaliitto , however , naFrrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",0
136,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to [[accelerate]] feature development and reduce product [[cost]] .,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to [[acceleratk]] feature development and reduce product [[cosUt]] .,0.0005872249603271,0.8860971927642822,2,1,2,27,Successful,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to acceleratk feature development and reduce product cosUt .,1
137,"[[Profit]] before taxes [[amounted]] to [[EUR]] [[56]].5 [[mn]] , down from [[EUR]] [[232]].9 [[mn]] a [[year]] ago .","[[Proit]] before taxes [[mounted]] to [[UR]] [[L6]].5 [[min]] , down from [[EYUR]] [[z232]].9 [[An]] a [[yDear]] ago .",0.0014329552650451,0.8151683807373047,0,2,0,58,Successful,"Proit before taxes mounted to UR L6.5 min , down from EYUR z232.9 An a yDear ago .",2
138,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost [[savings]] on an annual basis .,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost [[svaings]] on an annual basis .,0.0005836486816406,0.9994121789932252,2,1,2,19,Successful,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost svaings on an annual basis .,1
139,"Finnish [[pharmaceuticals]] [[company]] Orion reports [[profit]] before [[taxes]] of [[EUR]] 70.0 mn in the [[third]] quarter of [[2010]] , up from [[EUR]] [[54]].9 mn in the [[corresponding]] period in [[2009]] .","Finnish [[pharmaceutical]] [[compEny]] Orion reports [[profti]] before [[txaes]] of [[ElR]] 70.0 mn in the [[thEird]] quarter of [[2001]] , up from [[UER]] [[45]].9 mn in the [[corcesponding]] period in [[200S9]] .",0.0005755424499511,0.0008684992790222,2,2,2,98,Failed,"Finnish pharmaceutical compEny Orion reports profti before txaes of ElR 70.0 mn in the thEird quarter of 2001 , up from UER 45.9 mn in the corcesponding period in 200S9 .",2
140,Also construction [[expenses]] have gone up in Russia .,Also construction [[xepenses]] have gone up in Russia .,0.0030201077461242,0.9995175004005432,0,1,0,10,Successful,Also construction xepenses have gone up in Russia .,1
141,"[[``]] [[UPM]] 's deliveries [[increased]] during the [[third]] [[quarter]] by 4 [[percent]] , and the [[efficiency]] of [[operations]] [[improved]] , '' [[Chief]] [[Executive]] [[Jussi]] [[Pesonen]] [[said]] .","[[l``]] [[UPwM]] 's deliveries [[incredsed]] during the [[thir]] [[qVarter]] by 4 [[pecent]] , and the [[eficiency]] of [[opeXrations]] [[iproved]] , '' [[Chcief]] [[Excecutive]] [[wussi]] [[Pesoen]] [[sLaid]] .",0.0005314946174621,0.9983288645744324,2,0,2,74,Successful,"l`` UPwM 's deliveries incredsed during the thir qVarter by 4 pecent , and the eficiency of opeXrations iproved , '' Chcief Excecutive wussi Pesoen sLaid .",0
142,"Stora Enso R [[shares]] rose 1.20 pct to 11.84 eur , UPM-Kymmene was [[also]] dragged [[higher]] , [[rising]] 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .","Stora Enso R [[sharse]] rose 1.20 pct to 11.84 eur , UPM-Kymmene was [[laso]] dragged [[hiHher]] , [[riing]] 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",0.0006385445594787,0.9716718196868896,2,1,2,52,Successful,"Stora Enso R sharse rose 1.20 pct to 11.84 eur , UPM-Kymmene was laso dragged hiHher , riing 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",1
143,"[[Earnings]] per [[share]] ( EPS ) [[amounted]] to [[EUR0]] .[[98]] , up from the [[loss]] of [[EUR0]] .[[02]] .","[[EaUrnings]] per [[shaqre]] ( EPS ) [[amfounted]] to [[EU0R]] .[[K8]] , up from the [[Wloss]] of [[UER0]] .[[i02]] .",0.0006103515625,0.987457036972046,2,1,2,47,Successful,"EaUrnings per shaqre ( EPS ) amfounted to EU0R .K8 , up from the Wloss of UER0 .i02 .",1
144,Operating result including non-recurring items [[rose]] to EUR 146mn from a loss of EUR 267mn in 2009 .,Operating result including non-recurring items [[roe]] to EUR 146mn from a loss of EUR 267mn in 2009 .,0.0006011724472045,0.9987360835075378,2,1,2,16,Successful,Operating result including non-recurring items roe to EUR 146mn from a loss of EUR 267mn in 2009 .,1
145,"Tiimari , the [[Finnish]] retailer , reported to have geenrated quarterly [[revenues]] totalling EUR 1.3 mn in the [[4th]] quarter [[2009]] , up from EUR 0.3 [[mn]] [[loss]] in [[2008]] .","Tiimari , the [[FinJnish]] retailer , reported to have geenrated quarterly [[rveenues]] totalling EUR 1.3 mn in the [[4h]] quarter [[200]] , up from EUR 0.3 [[mYn]] [[lzoss]] in [[0208]] .",0.0005561709403991,0.0007238984107971,2,2,2,89,Failed,"Tiimari , the FinJnish retailer , reported to have geenrated quarterly rveenues totalling EUR 1.3 mn in the 4h quarter 200 , up from EUR 0.3 mYn lzoss in 0208 .",2
146,"[[Earnings]] [[per]] share [[EPS]] [[amounted]] to EUR0 .[[03]] , up from the [[loss]] of [[EUR0]] .[[08]] .","[[Earmnings]] [[pejr]] share [[EyPS]] [[aSmounted]] to EUR0 .[[f03]] , up from the [[Poss]] of [[EUR]] .[[T08]] .",0.0006181001663208,0.8475551605224609,2,1,2,41,Successful,"Earmnings pejr share EyPS aSmounted to EUR0 .f03 , up from the Poss of EUR .T08 .",1
147,The [[investments]] and operational changes [[enable]] additional optimisation of the working hours and thereby further cost [[savings]] of some 7 % -9 % .,The [[iNnvestments]] and operational changes [[enablPe]] additional optimisation of the working hours and thereby further cost [[saHvings]] of some 7 % -9 % .,0.0005616545677185,0.9838171601295472,2,0,2,27,Successful,The iNnvestments and operational changes enablPe additional optimisation of the working hours and thereby further cost saHvings of some 7 % -9 % .,0
148,"By [[14]]:[[29]] [[CET]] on Monday , [[shares]] in Bavarian [[Nordic]] had [[climbed]] 1.[[21]] % to [[DKK250]] on the stock exchange in Copenhagen after having [[lost]] 7.41 % in the [[past]] [[month]] .","By [[41]]:[[2]] [[CHT]] on Monday , [[shraes]] in Bavarian [[Nordc]] had [[climebd]] 1.[[12]] % to [[DiK250]] on the stock exchange in Copenhagen after having [[olst]] 7.41 % in the [[ppast]] [[mnth]] .",0.0005505681037902,0.9643406271934508,2,1,2,89,Successful,"By 41:2 CHT on Monday , shraes in Bavarian Nordc had climebd 1.12 % to DiK250 on the stock exchange in Copenhagen after having olst 7.41 % in the ppast mnth .",1
149,"[[For]] example , [[net]] [[sales]] [[increased]] by 5.9 % from the first quarter , and EBITDA increased from a [[negative]] EUR 0.2 [[mn]] in the first quarter of [[2009]] .","[[or]] example , [[Jet]] [[sEales]] [[increabed]] by 5.9 % from the first quarter , and EBITDA increased from a [[egative]] EUR 0.2 [[nm]] in the first quarter of [[p009]] .",0.0005810260772705,0.8602251410484314,2,1,2,63,Successful,"or example , Jet sEales increabed by 5.9 % from the first quarter , and EBITDA increased from a egative EUR 0.2 nm in the first quarter of p009 .",1
150,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be [[positive]] .","Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be [[posiitve]] .",0.0007586479187011,0.9969993829727172,2,1,2,22,Successful,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be posiitve .",1
151,"`` After the share purchase is completed , financing will also be [[provided]] to [[expand]] Latvia 's broadband [[infrastructure]] and to develop new areas of business , including acquisitions of other companies . ''","`` After the share purchase is completed , financing will also be [[prvoided]] to [[txpand]] Latvia 's broadband [[infCastructure]] and to develop new areas of business , including acquisitions of other companies . ''",0.000531256198883,0.7537083029747009,2,1,2,32,Successful,"`` After the share purchase is completed , financing will also be prvoided to txpand Latvia 's broadband infCastructure and to develop new areas of business , including acquisitions of other companies . ''",1
152,"`` The [[margarine]] business has been put into [[good]] shape in the last two years , [[making]] it a [[natural]] [[addition]] to Bunge , which is looking to [[leverage]] its position in the Central and Northern [[European]] markets , '' Raisio CEO Matti Rihko said in a statement .","`` The [[margraine]] business has been put into [[Lgood]] shape in the last two years , [[mnaking]] it a [[ntural]] [[dadition]] to Bunge , which is looking to [[leveraAe]] its position in the Central and Northern [[Eruopean]] markets , '' Raisio CEO Matti Rihko said in a statement .",0.0006153583526611,0.5759085416793823,2,1,2,74,Successful,"`` The margraine business has been put into Lgood shape in the last two years , mnaking it a ntural dadition to Bunge , which is looking to leveraAe its position in the Central and Northern Eruopean markets , '' Raisio CEO Matti Rihko said in a statement .",1
153,`` This is a [[win]] for all OEMs targeting to develop WiMAX products .,`` This is a [[iwn]] for all OEMs targeting to develop WiMAX products .,0.000754952430725,0.9939755797386168,2,1,2,13,Successful,`` This is a iwn for all OEMs targeting to develop WiMAX products .,1
154,"At the same time , [[sales]] development in Russia was [[boosted]] by the opening of Stockmann Nevsky Centre in St Petersburg .","At the same time , [[salFs]] development in Russia was [[booSsted]] by the opening of Stockmann Nevsky Centre in St Petersburg .",0.0005698800086975,0.9520536661148072,2,1,2,20,Successful,"At the same time , salFs development in Russia was booSsted by the opening of Stockmann Nevsky Centre in St Petersburg .",1
155,"Benefon , a wireless and GPS technology company , will [[supply]] Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .","Benefon , a wireless and GPS technology company , will [[subpply]] Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",0.0006518959999084,0.9970620274543762,2,1,2,21,Successful,"Benefon , a wireless and GPS technology company , will subpply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",1
156,[[Combining]] this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now [[proved]] to be a [[winning]] combination .,[[Comining]] this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now [[pwroved]] to be a [[inning]] combination .,0.0006304383277893,0.9033836126327516,2,1,2,26,Successful,Comining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now pwroved to be a inning combination .,1
157,"Exports accounted for 65.4 % of net sales , [[representing]] an all time [[record]] for the company .","Exports accounted for 65.4 % of net sales , [[representinRg]] an all time [[recoyrd]] for the company .",0.0011752247810363,0.9908328652381896,2,1,2,19,Successful,"Exports accounted for 65.4 % of net sales , representinRg an all time recoyrd for the company .",1
158,"Finnish [[construction]] company YIT [[Oyj]] [[said]] on November [[13]] , [[2007]] it won a [[70]] [[mln]] euro $ 102.8 [[mln]] [[contract]] to [[construct]] the new office [[building]] for local [[property]] company [[Tapiola]] Real Estate [[Oy]] .","Finnish [[Zonstruction]] company YIT [[Oj]] [[sad]] on November [[3]] , [[200]] it won a [[7]] [[mHln]] euro $ 102.8 [[Nmln]] [[contrac]] to [[consturct]] the new office [[buiding]] for local [[proeprty]] company [[apiola]] Real Estate [[O]] .",0.0006301999092102,0.6699203252792358,2,1,2,95,Successful,"Finnish Zonstruction company YIT Oj sad on November 3 , 200 it won a 7 mHln euro $ 102.8 Nmln contrac to consturct the new office buiding for local proeprty company apiola Real Estate O .",1
159,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a [[gain]] of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .","Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a [[gauin]] of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",0.0006066560745239,0.9996623992919922,2,1,2,30,Successful,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gauin of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",1
160,Performance in the second half of 2009 [[exceeded]] [[expectations]] .,Performance in the second half of 2009 [[excedeed]] [[expetations]] .,0.0006889104843139,0.6941826343536377,2,1,2,15,Successful,Performance in the second half of 2009 excedeed expetations .,1
161,Talvivaara also maintains its assumption of turning cash flow [[positive]] before the year end .,Talvivaara also maintains its assumption of turning cash flow [[positisve]] before the year end .,0.0006036758422851,0.999362051486969,2,1,2,15,Successful,Talvivaara also maintains its assumption of turning cash flow positisve before the year end .,1
162,"[[Thanksto]] [[improvements]] in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have [[substantiallyimproved]] . ''","[[Tanksto]] [[improvcements]] in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have [[susbtantiallyimproved]] . ''",0.0005305409431457,0.9994416832923888,2,1,2,23,Successful,"Tanksto improvcements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have susbtantiallyimproved . ''",1
163,The estimated synergy [[benefits]] are at least EUR7m annually .,The estimated synergy [[beneZits]] are at least EUR7m annually .,0.0018808245658874,0.9996407628059388,2,1,2,12,Successful,The estimated synergy beneZits are at least EUR7m annually .,1
164,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,0.999169945716858,0.999169945716858,2,2,1,1,Skipped,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,2
165,"When the situation normalises , the company will be [[able]] to [[increase]] the amount of residential units for sale in St Petersburg and Moscow , in particular .","When the situation normalises , the company will be [[abRe]] to [[nicrease]] the amount of residential units for sale in St Petersburg and Moscow , in particular .",0.0004816055297851,0.9985340237617492,2,1,2,23,Successful,"When the situation normalises , the company will be abRe to nicrease the amount of residential units for sale in St Petersburg and Moscow , in particular .",1
166,`` Stonesoft sees great [[promise]] in the future of IPv6 .,`` Stonesoft sees great [[promsie]] in the future of IPv6 .,0.0005738735198974,0.9641915559768676,2,1,2,12,Successful,`` Stonesoft sees great promsie in the future of IPv6 .,1
167,`` The trend in the sports and leisure markets was [[favorable]] in the first months of the year .,`` The trend in the sports and leisure markets was [[favoralbe]] in the first months of the year .,0.0011095404624938,0.9984273314476012,2,1,2,15,Successful,`` The trend in the sports and leisure markets was favoralbe in the first months of the year .,1
168,"[[``]] We continued [[actively]] to focus R&D and to position our [[offering]] away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .","[[`g]] We continued [[actiely]] to focus R&D and to position our [[ogffering]] away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",0.0018667578697204,0.946055829524994,2,1,2,38,Successful,"`g We continued actiely to focus R&D and to position our ogffering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",1
169,"According to Finnish pension insurance company Varma , Varma was the [[recipient]] of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .","According to Finnish pension insurance company Varma , Varma was the [[recipint]] of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",0.0014461874961853,0.9995813369750975,2,1,2,21,Successful,"According to Finnish pension insurance company Varma , Varma was the recipint of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",1
170,Finnish construction group Lemmink+ñinen has been [[awarded]] two road building [[contracts]] by the Lithuanian transport administration .,Finnish construction group Lemmink+ñinen has been [[awadred]] two road building [[contrarts]] by the Lithuanian transport administration .,0.0007137656211853,0.9994704127311708,2,1,2,22,Successful,Finnish construction group Lemmink+ñinen has been awadred two road building contrarts by the Lithuanian transport administration .,1
171,"And the broker repeated its ` [[buy]] ' rating , based on expectations that [[current]] [[restructuring]] will lead to a [[clear]] [[improvement]] in performance in [[Europe]] in 2007 .","And the broker repeated its ` [[buPy]] ' rating , based on expectations that [[cnurrent]] [[estructuring]] will lead to a [[clera]] [[improvLement]] in performance in [[urope]] in 2007 .",0.0005493760108947,0.8331841230392456,2,1,2,41,Successful,"And the broker repeated its ` buPy ' rating , based on expectations that cnurrent estructuring will lead to a clera improvLement in performance in urope in 2007 .",1
172,Cision says the sale will return its U.K. operation to [[profitability]] .,Cision says the sale will return its U.K. operation to [[profitbaility]] .,0.0006354451179504,0.9995439052581788,2,1,2,13,Successful,Cision says the sale will return its U.K. operation to profitbaility .,1
173,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been [[selected]] by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .","Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been [[seelcted]] by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",0.0007399916648864,0.9609325528144836,2,1,2,23,Successful,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been seelcted by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",1
174,DMASIA-16 August 2006-Benefon [[extends]] manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,DMASIA-16 August 2006-Benefon [[eetends]] manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,0.0007886886596679,0.9986010193824768,2,1,2,17,Successful,DMASIA-16 August 2006-Benefon eetends manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,1
175,"Fiskars has a [[strong]] portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .","Fiskars has a [[storng]] portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",0.0085555911064147,0.9973820447921752,2,1,2,16,Successful,"Fiskars has a storng portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",1
176,"Furthermore , efficiency improvement [[measures]] initiated earlier are now [[bearing]] [[fruit]] , '' CEO Jan Lang said .","Furthermore , efficiency improvement [[mesures]] initiated earlier are now [[beasring]] [[fruiF]] , '' CEO Jan Lang said .",0.0005236268043518,0.7100095748901367,2,1,2,29,Successful,"Furthermore , efficiency improvement mesures initiated earlier are now beasring fruiF , '' CEO Jan Lang said .",1
177,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla [[reach]] some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .","Helsingin Uutiset , Vantaan Sanomat and Lansivayla [[each]] some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",0.0009016990661621,0.8259282112121582,2,1,2,19,Successful,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla each some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",1
178,It also has potential [[clients]] in the growing [[environmental]] and [[recycling]] technology [[sectors]] .,It also has potential [[cliencs]] in the growing [[envrionmental]] and [[recyclizg]] technology [[aectors]] .,0.0036450624465942,0.1767765879631042,1,1,1,46,Failed,It also has potential cliencs in the growing envrionmental and recyclizg technology aectors .,1
