"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will [[finish]] by the end of the year .","The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will [[terminate]] by the end of the year .",0.0011101365089416504,0.8122917413711548,1,0,1,116,"Successful"
"As a result , 12 people will be made [[redundant]] and a total of 67 persons are [[laid]] off temporarily .","As a result , 12 people will be made [[tautologic]] and a total of 67 persons are [[repose]] off temporarily .",0.0013633370399475098,0.9988128542900085,0,1,0,151,"Successful"
"By implementing the software the Finnish Army [[aims]] to unify and [[improve]] its operations in these application areas , QPR Software stated .","By implementing the software the Finnish Army [[train]] to unify and [[amend]] its operations in these application areas , QPR Software stated .",0.0005025863647460938,0.9989182353019714,2,1,2,110,"Successful"
"Jussi Pesonen , member of the Sampo Board since 2006 , will [[renounce]] his seat in Sampo Board .","Jussi Pesonen , member of the Sampo Board since 2006 , will [[resign]] his seat in Sampo Board .",0.0005510449409484863,0.6946417093276978,1,0,1,78,"Successful"
"Lemcon [[signed]] an investment cooperation [[agreement]] with the Kaluga regional administration last November .","Lemcon [[sign-language]] an investment cooperation [[correspondence]] with the Kaluga regional administration last November .",0.0006819963455200195,0.9993619918823242,2,1,2,74,"Successful"
"The guidance has been [[set]] at 90 basis points over mid-swaps , the report said .","The guidance has been [[solidification]] at 90 basis points over mid-swaps , the report said .",0.0006615519523620605,0.9997822046279907,1,2,1,193,"Successful"
"An Android app will be [[coming]] soon .","An Android app will be [[forthcoming]] soon .",0.0020279288291931152,0.0027063488960266113,1,1,1,58,"Failed"
"[[Underground]] parking [[facilities]] will [[also]] be [[built]] on the basement [[floor]] .","[[surreptitious]] parking [[adeptness]] will [[likewise]] be [[reinforced]] on the basement [[level]] .",0.0006984472274780273,0.9971275925636292,1,2,1,88,"Successful"
"A total of 1,800,000 stock options were [[issued]] in the 2003 stock option scheme .","A total of 1,800,000 stock options were [[cut]] in the 2003 stock option scheme .",0.000625908374786377,0.9930943846702576,1,0,1,139,"Successful"
"The other [[seats]] would [[go]] to Edgar Edmonds , an American with experience of the [[clothing]] and retail [[industry]] , and Christian Fischer , an Austrian with experience in the winter [[sports]] goods [[business]] .","The other [[arse]] would [[fail]] to Edgar Edmonds , an American with experience of the [[invest]] and retail [[industriousness]] , and Christian Fischer , an Austrian with experience in the winter [[feature]] goods [[job]] .",0.0011195540428161621,0.7615463733673096,1,0,1,292,"Successful"
"If the employee [[leaves]] the [[company]] within the duration of the [[cover]] , the money invested to [[ensure]] [[commitment]] is [[returned]] to the company .","If the employee [[forget]] the [[companionship]] within the duration of the [[underwrite]] , the money invested to [[see]] [[consignment]] is [[fall]] to the company .",0.000734865665435791,0.006323754787445068,1,1,1,260,"Failed"
"Finnish sports equipment company Amer Sports said it has decided to [[lay]] off 370 workers from its Salomon division in France .","Finnish sports equipment company Amer Sports said it has decided to [[consist]] off 370 workers from its Salomon division in France .",0.0023838281631469727,0.9995023012161255,0,1,0,127,"Successful"
"In addition to the [[demand]] in Finland , the export of lining stone products also increased .","In addition to the [[postulate]] in Finland , the export of lining stone products also increased .",0.0018747448921203613,0.9916335940361023,2,1,2,68,"Successful"
"[[Net]] [[sales]] increased to EUR193 .[[3]] m from EUR179 .9 m and pretax [[profit]] [[rose]] by 34.[[2]] % to EUR43 .[[1]] m. ( EUR1 = USD1 .[[4]] )","[[cyberspace]] [[sale]] increased to EUR193 .[[trey]] m from EUR179 .9 m and pretax [[gain]] [[resurrect]] by 34.[[deuce]] % to EUR43 .[[single]] m. ( EUR1 = USD1 .[[quaternary]] )",0.0006522536277770996,0.8676095008850098,2,1,2,199,"Successful"
"In April-June 2008 , Scanfil 's [[net]] sales totalled EUR 58.7 mn and operating [[profit]] EUR 6.6 mn .","In April-June 2008 , Scanfil 's [[sack]] sales totalled EUR 58.7 mn and operating [[profits]] EUR 6.6 mn .",0.0005620121955871582,0.5766832828521729,1,0,1,129,"Successful"
"In Finland , the Bank of +àland reports its operating profit [[fell]] to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .","In Finland , the Bank of +àland reports its operating profit [[shine]] to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",0.0013150572776794434,0.9995366930961609,0,2,0,220,"Successful"
"Uponor [[made]] an [[operating]] [[profit]] of EUR 151.[[0]] [[mn]] , up from EUR 143.[[7]] mn , which made 2007 a [[record]] [[year]] .","Uponor [[hold]] an [[run]] [[gain]] of EUR 151.[[zero]] [[Minnesota]] , up from EUR 143.[[seven]] mn , which made 2007 a [[tape]] [[yr]] .",0.0006117820739746094,0.0009564757347106934,2,2,2,331,"Failed"
"Kesko www.kesko.fi is a [[Finnish]] retail specialist whose stores [[offer]] [[quality]] to the daily lives of consumers through valued products and [[services]] at competitive prices .","Kesko www.kesko.fi is a [[Suomi]] retail specialist whose stores [[crack]] [[caliber]] to the daily lives of consumers through valued products and [[avail]] at competitive prices .",0.0018576383590698242,0.8194509744644165,1,2,1,158,"Successful"
"The [[first]] [[phase]] will be [[completed]] by the [[end]] of 2012 .","The [[world-class]] [[stage]] will be [[realized]] by the [[destruction]] of 2012 .",0.0008368492126464844,0.017853200435638428,1,1,1,93,"Failed"
"The [[total]] [[capacity]] of the factory will be [[approximately]] [[100]] [[engines]] a year .","The [[add]] [[capability]] of the factory will be [[some]] [[century]] [[locomotive]] a year .",0.0005061626434326172,0.012050867080688477,1,1,1,69,"Failed"
"That 's what I go to bed [[worrying]] about every night , ' he said .","That 's what I go to bed [[occupy]] about every night , ' he said .",0.015532493591308594,0.9909244179725647,0,1,0,127,"Successful"
"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to [[offer]] financial [[services]] to the unbanked and under-banked in the country .","The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to [[crack]] financial [[overhaul]] to the unbanked and under-banked in the country .",0.0013967156410217285,0.9475256204605103,1,2,1,152,"Successful"
"[[Country]] : , [[Switzerland]] Sector : Pharmaceuticals [[Target]] : Synosia Therapeutics [[Holding]] [[AG]] [[Buyer]] : Biotie Therapies Corp [[Deal]] size in USD : 129.4 m [[Type]] : Corporate [[acquisition]] Financing : All-stock [[Status]] : [[Closed]]","[[nation]] : , [[Svizzera]] Sector : Pharmaceuticals [[mark]] : Synosia Therapeutics [[withstand]] [[silver]] [[emptor]] : Biotie Therapies Corp [[bargain]] size in USD : 129.4 m [[eccentric]] : Corporate [[accomplishment]] Financing : All-stock [[condition]] : [[close]]",0.0006120204925537109,0.003306150436401367,1,1,1,384,"Failed"
"Finnish investment group Norvestia Oyj said its net profit [[fell]] to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .","Finnish investment group Norvestia Oyj said its net profit [[pass]] to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .",0.0014815926551818848,0.9994626045227051,0,2,0,175,"Successful"
"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new [[plant]] in Estonia -® 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was [[inaugurating]] its new plant in Parnu , Estonia .","NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new [[flora]] in Estonia -® 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was [[introduce]] its new plant in Parnu , Estonia .",0.0014924407005310059,0.9724648594856262,1,2,1,144,"Successful"
"Sonoco Products Co. , a U.S. packaging company , said Friday it [[bought]] the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .","Sonoco Products Co. , a U.S. packaging company , said Friday it [[corrupt]] the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",0.0011858940124511719,0.8772940635681152,1,0,1,83,"Successful"
"The contracts [[comprise]] turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .","The contracts [[contain]] turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .",0.001055896282196045,0.9841148853302002,1,2,1,138,"Successful"
"The [[mill]] is [[concentrating]] on getting the supercalendered [[line]] [[running]] satisfactorily before restarting its older newsprint [[line]] .","The [[factory]] is [[contract]] on getting the supercalendered [[stemma]] [[extend]] satisfactorily before restarting its older newsprint [[job]] .",0.0007160305976867676,0.7266396284103394,1,2,1,364,"Successful"
"[[ABOUT]] MIDNIGHTTRADER : MidnightTrader is the [[premier]] [[source]] of extended-hours [[US]] equity trading analysis , [[news]] and [[forecasting]] for the retail and institutional [[investment]] community .","[[astir]] MIDNIGHTTRADER : MidnightTrader is the [[prime]] [[seed]] of extended-hours [[USA]] equity trading analysis , [[intelligence]] and [[auspicate]] for the retail and institutional [[investing]] community .",0.0014023184776306152,0.044380903244018555,1,1,1,155,"Failed"
"She will [[succeed]] Krister Kylas , who has [[decided]] to [[leave]] TeliaSonera .","She will [[win]] Krister Kylas , who has [[adjudicate]] to [[entrust]] TeliaSonera .",0.0008655190467834473,0.5690404772758484,1,2,1,54,"Successful"
"The employee [[negotiations]] are to address measures [[needed]] to [[adjust]] the [[operations]] to the [[present]] production [[situation]] .","The employee [[dialogue]] are to address measures [[needful]] to [[adapt]] the [[surgery]] to the [[salute]] production [[office]] .",0.0007209181785583496,0.024134278297424316,1,1,1,198,"Failed"
"[[Following]] the transaction , Tulikivi [[restructured]] its [[operations]] into the Soapstone Fireplaces [[Business]] , [[Natural]] [[Stone]] [[Product]] [[Business]] and Ceramic Products [[Business]] [[units]] .","[[pursual]] the transaction , Tulikivi [[restructure]] its [[performance]] into the Soapstone Fireplaces [[patronage]] , [[cancel]] [[gemstone]] [[production]] [[clientele]] and Ceramic Products [[job]] [[whole]] .",0.0006436705589294434,0.9985577464103699,1,0,1,192,"Successful"
"The total [[value]] of the [[deliveries]] is some EUR65m .","The total [[measure]] of the [[saving]] is some EUR65m .",0.00047767162322998047,0.8528613448143005,1,2,1,58,"Successful"
"The order comprises [[four]] [[ball]] [[mills]] , which will be [[organized]] in two [[different]] streams for treating ore in the Pilanesberg [[platinum]] mine .","The order comprises [[quaternary]] [[testicle]] [[manufactory]] , which will be [[orchestrate]] in two [[dissimilar]] streams for treating ore in the Pilanesberg [[Pt]] mine .",0.000676274299621582,0.0013437271118164062,1,1,1,248,"Failed"
"[[Approval]] by shareholders of Cencorp in accordance with Finnish law .","[[commendation]] by shareholders of Cencorp in accordance with Finnish law .",0.000648200511932373,0.9947980642318726,1,2,1,24,"Successful"
"The Nokian tyre [[proves]] its high safety [[excellently]] in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .","The Nokian tyre [[essay]] its high safety [[famously]] in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",0.0009465813636779785,0.981134831905365,2,1,2,230,"Successful"
"Commencing the construction works of Pearl Plaza is a significant [[step]] in our Russian projects .","Commencing the construction works of Pearl Plaza is a significant [[mistreat]] in our Russian projects .",0.0007662773132324219,0.9992678165435791,2,0,2,122,"Successful"
"Net sales by the Sata-Flexo Group [[came]] to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .","Net sales by the Sata-Flexo Group [[fall]] to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",0.0005565285682678223,0.9684765934944153,1,0,1,122,"Successful"
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it [[slipped]] to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .","2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it [[luxate]] to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",0.001373887062072754,0.900911808013916,0,2,0,132,"Successful"
"Oka [[specialises]] in new construction , renovation work of residential and non-residential building as [[well]] as [[premises]] for industrial and logistical use .","Oka [[narrow]] in new construction , renovation work of residential and non-residential building as [[advantageously]] as [[premiss]] for industrial and logistical use .",0.0005246996879577637,0.8285511136054993,1,2,1,141,"Successful"
"`` We [[know]] there are some of our own [[people]] out there . ''","`` We [[recognize]] there are some of our own [[citizenry]] out there . ''",0.0024106502532958984,0.009724259376525879,1,1,1,45,"Failed"
"[[Sales]] [[improved]] to SEK [[1]],553 mn , [[compared]] with SEK 1,408 mn .","[[sale]] [[meliorate]] to SEK [[single]],553 mn , [[equate]] with SEK 1,408 mn .",0.0006530880928039551,0.9983633160591125,2,1,2,61,"Successful"
"Affecto has participated in the [[program]] for the [[development]] of the [[Norwegian]] pension system since 2007 .","Affecto has participated in the [[broadcast]] for the [[growth]] of the [[Norseman]] pension system since 2007 .",0.0007998347282409668,0.002807915210723877,1,1,1,54,"Failed"
"However , sales returned to [[growth]] in April-June 2010 , CEO Pekka Eloholma said .","However , sales returned to [[development]] in April-June 2010 , CEO Pekka Eloholma said .",0.0005567669868469238,0.9954264163970947,2,1,2,71,"Successful"
"The Estonian parliament was [[set]] to vote on amendments to the excise duty law on Wednesday that would [[add]] 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .","The Estonian parliament was [[solidifying]] to vote on amendments to the excise duty law on Wednesday that would [[supply]] 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .",0.001233816146850586,0.9878882169723511,1,2,1,237,"Successful"
"The Bristol Port Company has sealed a one million pound [[contract]] with Cooper Specialised Handling to [[supply]] it with four 45-tonne , customised reach stackers from Konecranes .","The Bristol Port Company has sealed a one million pound [[reduce]] with Cooper Specialised Handling to [[append]] it with four 45-tonne , customised reach stackers from Konecranes .",0.0005832910537719727,0.9782298803329468,2,1,2,196,"Successful"
"Estonia 's beer market overall [[grew]] three percent last year to 130 million liters .","Estonia 's beer market overall [[originate]] three percent last year to 130 million liters .",0.0004943609237670898,0.9966488480567932,2,1,2,102,"Successful"
"The [[poorest]] index figure was given to Finnish power company Fortum , 4.5 .","The [[piteous]] index figure was given to Finnish power company Fortum , 4.5 .",0.001784205436706543,0.9988452792167664,0,1,0,156,"Successful"
"Stora Enso 's [[business]] in North America has annual capacity of about [[3]] million tons and [[employs]] about 4,350 people .","Stora Enso 's [[byplay]] in North America has annual capacity of about [[triplet]] million tons and [[hire]] about 4,350 people .",0.0005436539649963379,0.8608675599098206,1,2,1,132,"Successful"
"Fortum also has a [[blocking]] [[stake]] in Northwestern TGK-1 .","Fortum also has a [[hinder]] [[jeopardize]] in Northwestern TGK-1 .",0.0006833076477050781,0.9989900588989258,1,0,1,89,"Successful"
"The move is aimed at [[boosting]] sales , cost-efficiency and market share in Finland .","The move is aimed at [[hike]] sales , cost-efficiency and market share in Finland .",0.0006200075149536133,0.997049868106842,2,0,2,74,"Successful"
"The [[shares]] shall be [[repurchased]] through [[public]] [[trading]] , for which [[reason]] the [[shares]] are repurchased otherwise than in [[proportion]] to the [[holdings]] of the shareholders .","The [[ploughshare]] shall be [[repurchase]] through [[populace]] [[swop]] , for which [[cause]] the [[part]] are repurchased otherwise than in [[balance]] to the [[halt]] of the shareholders .",0.0005965232849121094,0.0012339353561401367,1,1,1,218,"Failed"
"They re in a [[race]] with Google to [[get]] [[lots]] of users onto their service as social networking creates new business [[models]] , said Martin Garner , a London-based analyst with CCS Insight .","They re in a [[speed]] with Google to [[grow]] [[plenty]] of users onto their service as social networking creates new business [[sit]] , said Martin Garner , a London-based analyst with CCS Insight .",0.0015441179275512695,0.937701404094696,1,2,1,377,"Successful"
"Poyry has a good track [[record]] of major transportation [[projects]] in Latin America .","Poyry has a good track [[read]] of major transportation [[labor]] in Latin America .",0.0007022619247436523,0.9681768417358398,2,1,2,153,"Successful"
"Ahlstrom [[Corporation]] Seppo Parvi , CFO Distribution : [[Main]] [[media]] [[www]].ahlstrom.com Ahlstrom in [[brief]] Ahlstrom is a [[global]] leader in the [[development]] , [[manufacture]] and [[marketing]] of [[high]] performance nonwovens and [[specialty]] [[papers]] .","Ahlstrom [[potbelly]] Seppo Parvi , CFO Distribution : [[briny]] [[metier]] [[web]].ahlstrom.com Ahlstrom in [[abbreviated]] Ahlstrom is a [[world-wide]] leader in the [[growth]] , [[manufacturing]] and [[market]] of [[luxuriously]] performance nonwovens and [[strength]] [[paper]] .",0.0008136630058288574,0.5355139970779419,1,2,1,178,"Successful"
"Operating profit of Kauppalehti group [[rose]] to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .","Operating profit of Kauppalehti group [[originate]] to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",0.0006312727928161621,0.998799204826355,2,1,2,206,"Successful"
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural [[reorganisation]] will continue for at least a year .","Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural [[shake-up]] will continue for at least a year .",0.0007123351097106934,0.9980630278587341,1,0,1,58,"Successful"
"Rinkuskiai 's beer sales [[fell]] by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .","Rinkuskiai 's beer sales [[shine]] by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",0.008359670639038086,0.9995402097702026,1,2,1,176,"Successful"
"The company [[plans]] to [[spend]] the proceeds from the rights offering for strengthening its balance sheet .","The company [[contrive]] to [[drop]] the proceeds from the rights offering for strengthening its balance sheet .",0.0005661845207214355,0.5869144201278687,1,0,1,110,"Successful"
"UPM-Kymmene is working closely with its shipping agents to [[reduce]] fuel consumption and greenhouse gas emissions .","UPM-Kymmene is working closely with its shipping agents to [[contract]] fuel consumption and greenhouse gas emissions .",0.0006737709045410156,0.8723220825195312,2,1,2,127,"Successful"
"[[Operating]] [[profit]] [[totaled]] EUR 6.[[7]] mn , down from EUR [[7]].2 [[mn]] in the [[corresponding]] [[period]] in 2005 .","[[manoeuvre]] [[gain]] [[add]] EUR 6.[[seven]] mn , down from EUR [[VII]].2 [[Minnesota]] in the [[comparable]] [[point]] in 2005 .",0.001377105712890625,0.012705981731414795,0,0,0,183,"Failed"
"These companies own a 20,000 sq. m. office and commercial building and [[substantial]] amount of building right for a new shopping center in Liljeholmen , Stockholm .","These companies own a 20,000 sq. m. office and commercial building and [[satisfying]] amount of building right for a new shopping center in Liljeholmen , Stockholm .",0.0006325840950012207,0.9972984194755554,1,2,1,154,"Successful"
"` Patja has [[worked]] [[well]] for us for more than a [[decade]] , and Fujitsu 's new bid was competitive .","` Patja has [[crop]] [[advantageously]] for us for more than a [[decennium]] , and Fujitsu 's new bid was competitive .",0.0012031793594360352,0.9449909925460815,1,2,1,132,"Successful"
"Production capacity will [[increase]] from 36 000 to 85 000 tonnes per year and the [[raw]] material will continue to be recycled paper and board .","Production capacity will [[increment]] from 36 000 to 85 000 tonnes per year and the [[tender]] material will continue to be recycled paper and board .",0.0005231499671936035,0.6818292140960693,2,1,2,106,"Successful"
"The [[share]] [[capital]] of Basware [[Corporation]] is [[11]],720,829 .","The [[percentage]] [[Washington]] of Basware [[potbelly]] is [[eleven]],720,829 .",0.0004868507385253906,0.0010901689529418945,1,1,1,59,"Failed"
"The [[arrangements]] do not [[apply]] to the group 's [[units]] [[outside]] Finland .","The [[transcription]] do not [[hold]] to the group 's [[unit]] [[away]] Finland .",0.0005055665969848633,0.05492931604385376,1,1,1,74,"Failed"
"The previously concluded adaptation measures concerning the other personnel are [[adequate]] for the time being , Raute said .","The previously concluded adaptation measures concerning the other personnel are [[equal]] for the time being , Raute said .",0.0012293457984924316,0.9926152229309082,2,1,2,86,"Successful"
"Of this , EUR 38.8 mn was [[net]] [[interest]] income .","Of this , EUR 38.8 mn was [[earnings]] [[worry]] income .",0.0007581710815429688,0.5110212564468384,1,0,1,73,"Successful"
"Small investors have voiced [[fears]] that the shares will end up with [[risk]] investors .","Small investors have voiced [[reverence]] that the shares will end up with [[chance]] investors .",0.0014945268630981445,0.9475934505462646,0,1,0,95,"Successful"
"The [[amending]] of the proposal [[simplifies]] the proposed [[plan]] and [[increases]] the incentive for [[key]] employees to [[stay]] in the [[Company]] .","The [[remedy]] of the proposal [[simplify]] the proposed [[contrive]] and [[addition]] the incentive for [[describe]] employees to [[delay]] in the [[companionship]] .",0.0005509257316589355,0.9794116020202637,2,1,2,157,"Successful"
"Operating loss amounted to EUR 0.9 mn in the [[first]] half of 2006 compared to a [[profit]] of EUR [[0]].5 mn in the [[first]] half of 2005 .","Operating loss amounted to EUR 0.9 mn in the [[low]] half of 2006 compared to a [[gain]] of EUR [[cipher]].5 mn in the [[1st]] half of 2005 .",0.0013341903686523438,0.8181097507476807,0,2,0,170,"Successful"
"Currently it operates a fleet of eight carriers , as [[well]] as nine pushers and barges .","Currently it operates a fleet of eight carriers , as [[advantageously]] as nine pushers and barges .",0.0005898475646972656,0.9993700385093689,1,2,1,90,"Successful"
"Via the agreement , Ramirent will [[expand]] the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .","Via the agreement , Ramirent will [[expound]] the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",0.0005367398262023926,0.9991052746772766,2,1,2,136,"Successful"
"[[In]] 2006 , TeliaSonera [[net]] sales were SEK [[91]] bn , EBITDA was SEK [[32]].266 bn , [[net]] income was SEK [[19]].28 bn .","[[inch]] 2006 , TeliaSonera [[last]] sales were SEK [[ninety-one]] bn , EBITDA was SEK [[thirty-two]].266 bn , [[sack]] income was SEK [[XIX]].28 bn .",0.0006090402603149414,0.0012773871421813965,1,1,1,120,"Failed"
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR [[3]].88 mn .","In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR [[triplet]].88 mn .",0.000539243221282959,0.9997422695159912,1,2,1,136,"Successful"
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares [[fell]] by 8 % .","When this information was released on 5 September 2008 , Nokia 's American Depositary shares [[fly]] by 8 % .",0.0015268921852111816,0.9997462630271912,0,1,0,124,"Successful"
"The medium-term [[operative]] targets of the [[company]] remain unchanged .","The medium-term [[PI]] targets of the [[companion]] remain unchanged .",0.0007308125495910645,0.0013974308967590332,1,1,1,70,"Failed"
"Finnish Ahlstrom Corporation will [[double]] its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .","Finnish Ahlstrom Corporation will [[duple]] its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",0.0010773539543151855,0.9984452724456787,2,0,2,114,"Successful"
"MD Henning Bahr of Stockmann Gruppen [[praises]] the trend , since the chains become [[stronger]] and their decision-making processes more clear .","MD Henning Bahr of Stockmann Gruppen [[kudos]] the trend , since the chains become [[hard]] and their decision-making processes more clear .",0.0009772777557373047,0.9978877902030945,2,1,2,138,"Successful"
"[[E]] 's [[building]] [[system]] [[service]] had [[revenue]] of EUR 355 mln in 2007 .","[[east]] 's [[make]] [[arrangement]] [[overhaul]] had [[gross]] of EUR 355 mln in 2007 .",0.00048553943634033203,0.0009731054306030273,1,1,1,64,"Failed"
"The [[company]] designs , [[manufactures]] and [[markets]] [[advanced]] composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .","The [[companionship]] designs , [[invent]] and [[commercialize]] [[further]] composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",0.0006517767906188965,0.8497389554977417,1,2,1,177,"Successful"
"The Bank is also [[examining]] the benefits of transferring the Swedish [[business]] to [[operate]] as a branch office so that the operations would be [[governed]] by Finland 's [[laws]] .","The Bank is also [[prove]] the benefits of transferring the Swedish [[line]] to [[mesh]] as a branch office so that the operations would be [[regularize]] by Finland 's [[law]] .",0.0008990764617919922,0.7761619091033936,1,2,1,162,"Successful"
"The payment date is [[March]] 25 , 2010 .","The payment date is [[parade]] 25 , 2010 .",0.0006691217422485352,0.0008535385131835938,1,1,1,57,"Failed"
"Outotec said it won [[new]] [[orders]] [[worth]] 492.[[9]] mln eur during the [[quarter]] , [[compared]] with 240.[[4]] mln eur a [[year]] [[earlier]] .","Outotec said it won [[novel]] [[tell]] [[deserving]] 492.[[ennead]] mln eur during the [[stern]] , [[compare]] with 240.[[IV]] mln eur a [[class]] [[other]] .",0.0005576014518737793,0.1095014214515686,2,2,2,216,"Failed"
"Kesko [[offers]] Hilton to [[open]] a hotel on Kalinisky [[prospect]] in a 18,000-square metres building because of these difficulties .","Kesko [[extend]] Hilton to [[afford]] a hotel on Kalinisky [[panorama]] in a 18,000-square metres building because of these difficulties .",0.001856684684753418,0.9433883428573608,1,2,1,129,"Successful"
"In addition to the Indian market , the new plant will [[serve]] Salcomp 's customers globally , the company [[said]] .","In addition to the Indian market , the new plant will [[attend]] Salcomp 's customers globally , the company [[order]] .",0.000808417797088623,0.9985898733139038,2,1,2,115,"Successful"
"Niam offer financial investors a high [[return]] via investments in funds that in turn invest in all types of properties .","Niam offer financial investors a high [[comeback]] via investments in funds that in turn invest in all types of properties .",0.0008224844932556152,0.9486174583435059,1,2,1,167,"Successful"
"The Finnish company has also reached [[arrangements]] regarding the working hours and annual holidays .","The Finnish company has also reached [[agreement]] regarding the working hours and annual holidays .",0.0008042454719543457,0.9993017911911011,1,2,1,100,"Successful"
"The third quarter result also includes a 400,000 euro ( $ 575,000 ) [[provision]] for down-sizing of lure manufacturing in Ireland .","The third quarter result also includes a 400,000 euro ( $ 575,000 ) [[supply]] for down-sizing of lure manufacturing in Ireland .",0.0007827281951904297,0.6061036586761475,1,2,1,80,"Successful"
"This [[amount]] will not be [[included]] in the pensionable [[salary]] .","This [[come]] will not be [[admit]] in the pensionable [[wage]] .",0.0006077289581298828,0.0011699795722961426,1,1,1,30,"Failed"
"As a result , the distribution companies will [[start]] to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .","As a result , the distribution companies will [[depart]] to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",0.0007042884826660156,0.999225914478302,2,1,2,177,"Successful"
"The company 's previous estimate was for a [[lower]] revenue than the year-ago EUR 93.9 million .","The company 's previous estimate was for a [[depress]] revenue than the year-ago EUR 93.9 million .",0.001491248607635498,0.9992963075637817,0,2,0,113,"Successful"
"Employees are also [[better]] prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''","Employees are also [[just]] prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",0.0010995864868164062,0.9995047450065613,2,1,2,193,"Successful"
"The [[current]] lay-offs are [[additional]] to the [[temporary]] lay-offs agreed in December 2008 and in May 2009 .","The [[stream]] lay-offs are [[extra]] to the [[temp]] lay-offs agreed in December 2008 and in May 2009 .",0.0017487406730651855,0.5169042348861694,0,1,0,42,"Successful"
"We [[look]] forward to take part in the future [[development]] of the company , '' says Tomas Billing , President of Nordstjernan .","We [[spirit]] forward to take part in the future [[growth]] of the company , '' says Tomas Billing , President of Nordstjernan .",0.0013778209686279297,0.7961806058883667,1,2,1,214,"Successful"
